person_id_random,birthday,gender,signup_date,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,mpesa_how_often,relationship_status,is_employed
6754950264,1981/5/18,F,2014-12-08 05:24:08,70,0,0,pay_rent,2,4,,1200,daily,friend,yes,few_times_a_week,,
5815782196,,M,2014-12-08 22:06:59,658,0,0,pay_rent,0,0,,10000,monthly,,no,few_times_a_month,,
5468470748,1989/10/7,F,2014-12-10 22:35:05,302,1,10,pay_rent,1,2,,1500,daily,,no,daily,,
3174864023,1991/8/13,M,2014-12-15 21:06:36,521,3,2,pay_rent,2,1,,1500,daily,,no,few_times_a_week,,
7930805770,1994/11/12,M,2014-12-16 10:03:54,866,4,2,own_home,2,1,,2200,weekly,,no,daily,,
5517270647,1994/12/10,M,2014-12-16 22:25:10,944,3,0,pay_rent,2,7,,800,daily,,no,daily,,
5833760454,1984/12/5,F,2014-12-18 02:27:33,160,5+,11,pay_rent,5+,11,college,1000,weekly,friend,yes,daily,married,yes
5781022158,1993/10/29,M,2014-12-18 21:32:17,545,3,4,own_home,2,0,,600,daily,,no,daily,,
9896789006,1993/4/25,M,2014-12-18 22:20:25,969,2,4,pay_rent,2,0,,900,daily,,no,few_times_a_week,,
3401108129,1991/1/2,M,2014-12-19 00:19:14,,,,,,,,,,,,,,
1084690398,1990/8/16,M,2014-12-19 09:54:46,235,4,0,pay_rent,0,0,,9000,monthly,google_play_store,yes,daily,,
7386434289,1993/6/3,F,2014-12-21 21:48:50,279,3,8,pay_rent,2,6,,1200,weekly,,no,few_times_a_week,,
2990883566,1985/11/5,F,2014-12-28 23:08:10,445,4,5,pay_rent,5+,0,,60000,monthly,,no,few_times_a_week,,
3523225738,1992/7/16,M,2014-12-30 09:56:41,510,2,4,pay_rent,0,0,,12000,monthly,,yes,daily,,
3744930975,1988/1/28,F,2015-01-06 09:42:35,137,2,0,pay_rent,3,0,,2000,weekly,,yes,daily,,
9789281998,1992/2/28,F,2015-01-08 21:44:17,4994,1,0,pay_rent,1,0,,25000,monthly,friend,no,few_times_a_week,,
6887884618,1986/6/14,M,2015-01-11 07:33:41,29,5+,0,own_home,3,0,,800,daily,facebook,no,daily,,
2327560619,1990/5/10,F,2015-01-16 01:37:06,1248,5+,0,own_home,5+,0,,450,daily,other:Play store,yes,few_times_a_week,,
8394030931,1982/8/12,F,2015-01-16 07:11:58,226,5+,0,I live in my parental home,5+,0,,20000,monthly,google_play_store,yes,few_times_a_week,,
6687103750,1986/7/19,F,2015-01-19 03:44:05,829,3,0,pay_rent,3,0,,30000,monthly,google_play_store,yes,few_times_a_week,,
6768006410,1981/12/28,M,2015-01-23 03:45:38,257,4,0,pay_rent,5+,0,,30000,monthly,friend,no,few_times_a_week,,
3555490492,1991/6/11,M,2015-01-23 07:28:49,1228,5+,0,pay_rent,0,0,,2500,weekly,,yes,few_times_a_week,,
6033880411,1986/11/6,M,2015-01-25 12:48:58,913,3,0,I inherited. but building my own,3,0,,2500,daily,facebook,yes,daily,,
8278230987,1990/5/27,M,2015-01-27 07:07:48,374,5+,0,pay_rent,5+,0,,3500,daily,friend,no,few_times_a_week,,
2876643470,1979/8/28,M,2015-01-28 09:46:19,370,5+,11,own_home,1,8,,190000,monthly,other:Existing user ,no,few_times_a_week,,
9881053673,1940/12/17,M,2015-01-28 13:38:45,132,1,4,to grow my business,5+,7,,1800,monthly,google_play_store,yes,few_times_a_week,,
5903857819,1985/5/4,M,2015-01-28 16:28:56,384,5+,0,at home.,0,4,,22000,monthly,,no,few_times_a_week,,
2046310222,1987/11/6,M,2015-01-28 23:12:34,943,0,0,pay_rent,0,0,,500,daily,facebook,no,daily,,
6108121189,1989/3/12,M,2015-01-31 06:02:47,1704,1,3,pay_rent,1,3,college,32000,monthly,friend,no,daily,long-term,yes
5126578428,1989/11/16,F,2015-02-03 03:42:02,291,5+,0,pay_rent,5+,0,,25000,monthly,facebook,yes,few_times_a_week,,
2795350446,1987/10/15,M,2015-02-03 06:21:17,4993,3,0,own_home,0,0,,3000,daily,google_play_store,yes,daily,,
7573861449,1987/4/24,F,2015-02-04 11:21:30,489,2,0,pay_rent,1,6,,500,daily,facebook,no,few_times_a_week,,
8291626998,1989/3/25,M,2015-02-06 01:08:59,390,0,11,pay_rent,2,0,,25000,monthly,friend,yes,few_times_a_month,,
6774434683,1987/12/18,M,2015-02-06 11:54:07,429,5+,3,pay_rent,3,2,,350,daily,,yes,few_times_a_week,,
1704712487,1984/3/22,M,2015-02-07 00:59:32,600,2,0,pay_rent,5+,0,,4000,monthly,other:michael muasya,yes,few_times_a_week,,
7839108662,1984/7/17,M,2015-02-07 01:33:50,630,5+,5,pay_rent,4,0,,30000,monthly,facebook,no,daily,,
3307407390,1983/3/21,M,2015-02-07 02:08:06,2017,4,2,pay_rent,5+,0,,45000,monthly,,no,few_times_a_month,,
9308939887,1989/8/10,F,2015-02-07 03:53:08,230,2,1,pay_rent,3,1,,15000,monthly,facebook,no,few_times_a_week,,
5923715507,1982/3/7,M,2015-02-07 04:28:18,4602,5+,0,pay_rent,,,high_school,5000,weekly,friend,no,daily,single,no
1289196041,1989/8/7,M,2015-02-07 04:32:56,235,5+,0,pay_rent,0,0,,500,daily,facebook,yes,daily,,
1023186466,1962/7/16,M,2015-02-07 05:49:47,155,5+,11,pay_rent,5+,11,,16800,monthly,facebook,yes,few_times_a_week,,
3686319819,1958/7/9,F,2015-02-08 22:20:26,292,4,0,pay_rent,3,0,college,33000,monthly,family,no,daily,single,yes
1272813046,1988/11/22,F,2015-02-08 23:37:22,2324,1,0,pay_rent,3,0,,7000,monthly,friend,no,few_times_a_week,,
4097229256,1980/1/11,M,2015-02-09 05:36:06,235,3,0,pay_rent,0,11,,56000,monthly,facebook,no,few_times_a_month,,
5331332312,1988/7/26,M,2015-02-10 10:16:42,773,,,,,,,,,family,,,,
5783698569,1976/4/3,M,2015-02-13 22:19:51,567,5+,2,pay_rent,5+,1,college,100000,monthly,facebook,no,few_times_a_week,,
5747178338,1994/9/16,M,2015-02-14 07:53:47,1826,0,5,pay_rent,0,0,high_school,2000,weekly,facebook,no,few_times_a_week,,
9804175165,1982/5/26,M,2015-02-14 13:29:07,392,4,1,pay_rent,5+,2,college,53000,monthly,google_play_store,yes,daily,,
7691808756,1994/12/28,M,2015-02-15 20:11:16,3554,1,1,pay_rent,0,7,college,10000,monthly,,no,few_times_a_week,,
8485736177,1981/4/25,F,2015-02-17 00:22:22,430,2,6,pay_rent,5+,3,college,50000,monthly,,no,few_times_a_week,,
5345006498,1963/7/1,M,2015-02-17 00:22:24,840,5+,11,pay_rent,5+,11,college,60000,monthly,facebook,no,few_times_a_week,,
8315543219,1967/4/6,M,2015-02-17 01:19:43,500,5+,3,pay_rent,5+,4,college,40000,monthly,facebook,no,few_times_a_week,,
3413480258,1984/5/13,M,2015-02-17 04:07:19,1110,5+,3,pay_rent,5+,5,high_school,34000,monthly,,no,daily,,
3640580591,1986/4/22,M,2015-02-17 08:22:19,234,2,5,own_home,1,2,college,15000,monthly,facebook,no,few_times_a_week,,
1212953829,1966/2/28,F,2015-02-17 09:17:15,7,5+,11,pay_rent,5+,11,college,1500,daily,friend,no,few_times_a_month,,
2048939339,1986/3/28,M,2015-02-18 00:40:58,841,5+,2,pay_rent,5+,2,college,30000,monthly,friend,no,daily,,
3149006688,1984/7/27,M,2015-02-18 01:05:29,738,4,0,pay_rent,5+,0,college,8000,monthly,google_play_store,yes,daily,,
6690203041,1995/7/17,M,2015-02-18 03:09:49,1307,1,3,pay_rent,1,2,high_school,4500,weekly,,no,few_times_a_week,,
3394363896,1981/11/26,M,2015-02-18 06:18:21,702,5+,5,own_home,4,3,college,3500,weekly,,no,few_times_a_week,,
9955035119,1986/2/27,F,2015-02-18 19:35:15,587,0,3,pay_rent,0,4,college,45000,monthly,google_play_store,no,few_times_a_week,,
3679328472,1993/5/9,M,2015-02-19 10:35:08,2232,3,3,pay_rent,2,3,college,13,monthly,friend,yes,few_times_a_week,,
7269987518,1982/4/14,F,2015-02-19 13:39:36,245,3,6,pay_rent,5+,7,college,55000,monthly,google_play_store,no,few_times_a_week,,
9149555649,1987/7/10,M,2015-02-19 20:09:02,278,3,7,pay_rent,4,2,high_school,25000,monthly,facebook,yes,daily,,
4652588050,1984/8/6,F,2015-02-19 23:07:43,1180,4,5,pay_rent,5+,0,primary,30000,monthly,facebook,yes,few_times_a_week,,
9448433849,1984/8/19,M,2015-02-20 03:32:51,41,5+,11,own_home,2,4,college,20500,monthly,,yes,daily,,
3252413480,1981/7/16,M,2015-02-21 00:44:56,2691,5+,2,pay_rent,4,2,college,20000,monthly,friend,yes,few_times_a_week,,
4020568831,1989/6/5,M,2015-02-22 21:38:00,49,3,6,pay_rent,5+,3,primary,6000,monthly,family,yes,few_times_a_week,,
9578209515,1980/2/11,M,2015-02-22 21:48:01,5000,5+,2,own_home,5+,2,high_school,56000,monthly,facebook,yes,daily,,
3075741637,1988/12/20,M,2015-02-24 07:26:50,388,4,0,pay_rent,4,0,college,100000,monthly,facebook,yes,daily,,
1766763696,1986/8/24,M,2015-02-25 21:08:45,251,3,2,pay_rent,2,2,college,40000,monthly,facebook,yes,few_times_a_week,,
8357321273,1974/3/24,M,2015-02-25 23:02:31,93,5+,10,other,5+,11,college,25000,monthly,google_play_store,no,few_times_a_week,,
6060950564,1976/3/27,M,2015-02-26 00:39:53,448,5+,0,pay_rent,3,0,college,90000,monthly,facebook,yes,daily,,
1716829174,1992/5/27,M,2015-02-26 01:29:54,1251,1,0,pay_rent,0,0,high_school,1000,weekly,google_play_store,yes,daily,,
8171435807,1988/11/8,F,2015-02-26 06:11:29,297,3,3,pay_rent,2,3,college,20000,monthly,google_play_store,no,few_times_a_week,,
5064137410,1983/11/22,F,2015-02-26 22:55:49,118,1,2,pay_rent,3,6,college,10500,monthly,friend,yes,daily,,
3583731581,1979/4/21,M,2015-02-26 23:34:51,708,5+,11,pay_rent,5+,11,college,30000,monthly,friend,no,daily,,
3525069691,1987/12/9,F,2015-02-27 03:33:37,154,1,2,pay_rent,2,5,college,40000,monthly,friend,no,few_times_a_week,,
1537358892,1976/3/13,M,2015-02-27 04:39:02,232,5+,7,pay_rent,4,4,college,35000,monthly,facebook,yes,daily,married,yes
3201754709,1986/1/25,M,2015-02-27 11:09:19,178,2,6,pay_rent,5+,0,high_school,500,daily,facebook,yes,daily,,
5935455253,1984/5/20,M,2015-02-27 20:42:43,1008,5+,4,pay_rent,5+,1,college,62000,monthly,friend,no,few_times_a_week,,
7430130268,1986/9/6,M,2015-02-27 23:51:18,765,1,1,pay_rent,2,3,college,30000,monthly,friend,no,daily,,
5048210603,1972/1/16,M,2015-02-28 01:52:56,304,5+,11,with_family,5+,11,high_school,18500,monthly,facebook,no,few_times_a_week,,
1635947875,1991/9/3,M,2015-02-28 02:23:10,980,5+,11,own_home,4,11,college,500,daily,google_play_store,yes,few_times_a_week,,
5410424023,1988/8/3,F,2015-02-28 10:15:28,2192,1,3,pay_rent,0,0,college,20000,monthly,friend,no,daily,,
3933368676,1985/3/27,F,2015-02-28 21:44:03,158,3,5,pay_rent,2,1,high_school,400,daily,friend,no,daily,,
4493372220,1973/12/14,M,2015-03-01 03:15:37,267,3,2,own_home,5+,0,college,34000,monthly,friend,no,few_times_a_week,,
5406406018,1994/6/24,F,2015-03-01 19:18:41,302,3,6,student_housing,0,3,college,8500,monthly,friend,no,daily,single,yes
8476099889,1971/6/1,M,2015-03-02 11:35:38,4998,4,10,with_family,5+,10,college,30000,monthly,facebook,no,few_times_a_week,,
1010631054,1988/12/19,F,2015-03-02 13:39:40,498,5+,9,with_family,0,0,college,0,daily,facebook,no,few_times_a_week,,
1557058434,1989/7/25,M,2015-03-02 14:53:23,1556,3,0,pay_rent,4,2,high_school,1000,daily,facebook,no,daily,,
9677770426,1988/11/4,M,2015-03-02 15:18:08,1289,0,9,pay_rent,0,0,college,0,daily,facebook,no,few_times_a_month,,
7346661357,1990/10/12,M,2015-03-02 19:04:40,1961,5+,6,pay_rent,5+,11,college,42000,monthly,facebook,no,daily,,
5433168922,1969/10/28,M,2015-03-02 22:21:14,1025,5+,2,pay_rent,5+,6,college,46000,monthly,facebook,no,daily,,
3603689368,1984/2/6,M,2015-03-02 23:20:31,461,5+,5,pay_rent,5+,5,high_school,1500,daily,facebook,no,few_times_a_week,,
4792942529,1986/12/9,M,2015-03-02 23:49:39,901,5+,0,pay_rent,1,8,college,22000,monthly,friend,no,few_times_a_week,,
2724136679,1986/3/18,F,2015-03-03 01:02:25,298,3,1,pay_rent,5+,3,college,2000,weekly,facebook,no,daily,,
9019460943,1988/8/2,M,2015-03-03 07:02:51,2824,0,4,pay_rent,1,1,college,35000,monthly,friend,yes,few_times_a_week,single,yes
8450552497,1984/4/12,F,2015-03-03 23:04:52,112,1,2,pay_rent,2,4,college,12000,monthly,family,no,few_times_a_month,single,yes
2974671365,1987/10/1,M,2015-03-04 01:20:46,354,5+,0,own_home,5+,0,high_school,34000,monthly,google_play_store,no,few_times_a_week,,
7650974066,1986/5/16,F,2015-03-04 04:29:38,308,1,6,pay_rent,1,0,college,20000,monthly,friend,no,few_times_a_week,,
1987351715,1979/8/2,M,2015-03-04 10:50:47,34,5+,10,pay_rent,5+,8,primary,8000,monthly,facebook,no,daily,,
6718085882,1986/1/13,M,2015-03-04 23:08:08,825,3,4,pay_rent,3,4,college,60000,monthly,friend,no,few_times_a_week,long-term,yes
7062861325,1990/2/10,M,2015-03-05 06:07:12,334,2,5,pay_rent,,,high_school,10000,monthly,friend,no,few_times_a_week,long-term,no
5241853297,1982/7/19,F,2015-03-05 10:18:58,297,5+,3,pay_rent,3,3,college,2500,weekly,friend,no,few_times_a_week,long-term,yes
6834166012,1980/9/26,M,2015-03-05 14:45:54,1096,5+,11,pay_rent,5+,11,college,27000,monthly,facebook,no,daily,married,yes
7359680125,1983/12/1,M,2015-03-05 20:31:46,135,5+,10,pay_rent,3,5,college,65000,monthly,family,yes,daily,married,yes
1047997155,1992/4/13,M,2015-03-06 01:01:32,616,0,3,student_housing,,,college,1150,weekly,google_play_store,no,daily,single,no
5955541479,1982/10/9,M,2015-03-06 08:32:41,3582,5+,4,pay_rent,5+,6,college,20000,monthly,friend,no,daily,married,yes
3290581266,1986/2/5,M,2015-03-06 13:57:25,360,1,7,own_home,5+,5,college,130000,monthly,facebook,no,daily,married,yes
1011938779,1993/6/9,F,2015-03-07 10:22:56,1,2,5,pay_rent,1,2,college,1000,daily,friend,yes,few_times_a_week,single,yes
1584290807,1989/10/24,M,2015-03-08 00:02:37,387,3,6,pay_rent,1,4,college,15000,monthly,family,no,few_times_a_week,single,yes
5988618720,1972/3/21,M,2015-03-09 07:05:49,285,5+,2,pay_rent,,,college,2000,daily,friend,yes,daily,married,no
8389868976,1979/3/14,M,2015-03-10 03:45:57,920,4,10,pay_rent,2,5,college,37000,monthly,google_play_store,no,few_times_a_month,married,yes
7867185883,1979/12/11,M,2015-03-10 05:41:58,73,5+,3,pay_rent,,,high_school,5000,weekly,facebook,yes,few_times_a_week,married,no
8230219163,1982/8/21,F,2015-03-10 06:03:25,63,2,3,pay_rent,2,0,high_school,2000,weekly,facebook,yes,few_times_a_week,married,yes
5896978842,1974/6/7,M,2015-03-10 15:38:40,298,5+,11,pay_rent,1,11,college,500,daily,facebook,yes,few_times_a_week,married,yes
4498792920,1972/11/19,F,2015-03-10 16:04:47,619,0,5,pay_rent,,,college,25,monthly,facebook,no,few_times_a_week,alternative,no
4949206686,1973/8/27,M,2015-03-11 05:56:07,39,2,3,pay_rent,,,high_school,5000,weekly,friend,no,daily,alternative,no
4509848841,1988/5/11,M,2015-03-11 13:34:22,1929,3,1,pay_rent,4,3,college,10000,monthly,google_play_store,no,daily,single,yes
7493785209,1992/11/29,M,2015-03-12 00:16:41,1184,5+,1,with_family,2,3,college,10000,monthly,friend,no,daily,single,yes
9523062306,1991/5/2,F,2015-03-12 04:12:56,34,3,9,pay_rent,1,4,college,50000,monthly,friend,no,daily,married,yes
1532148947,1987/5/6,M,2015-03-12 07:43:13,1528,2,3,pay_rent,,,high_school,2100,daily,family,yes,daily,married,no
3567588210,1969/12/15,M,2015-03-12 11:34:30,533,3,4,with_family,,,college,2000,weekly,facebook,no,few_times_a_week,married,no
5254531566,1981/2/14,M,2015-03-15 06:43:07,2748,5+,10,pay_rent,5+,11,college,47000,monthly,friend,no,daily,married,yes
5945488348,1989/1/19,M,2015-03-15 11:36:00,514,2,1,pay_rent,,,college,25000,monthly,friend,no,daily,long-term,no
6917193248,1971/10/18,F,2015-03-16 03:13:56,305,5+,8,other,5+,9,college,40000,monthly,friend,no,few_times_a_week,single,yes
6288962292,1968/3/16,M,2015-03-16 04:06:17,292,5+,5,pay_rent,5+,7,college,100000,monthly,family,no,few_times_a_week,married,yes
4050513050,1982/8/14,M,2015-03-16 14:06:10,1863,2,11,pay_rent,2,10,college,700,daily,other:Read about it in an article in the internet.,yes,few_times_a_week,married,yes
3321063881,1986/7/17,M,2015-03-17 10:50:44,527,2,3,pay_rent,5+,11,college,30000,monthly,friend,yes,daily,married,yes
6491386882,1972/4/2,M,2015-03-19 00:11:32,385,2,6,pay_rent,,,college,1000,daily,facebook,no,few_times_a_week,married,no
4811992520,1982/5/7,M,2015-03-19 00:40:32,32,4,7,pay_rent,,,high_school,55000,weekly,friend,yes,daily,married,no
6964827365,1973/6/22,M,2015-03-19 01:04:27,251,5+,5,pay_rent,,,high_school,30000,monthly,facebook,no,few_times_a_week,married,no
6224726229,1974/5/13,M,2015-03-19 02:23:37,188,2,3,pay_rent,2,3,high_school,10000,monthly,friend,no,few_times_a_week,married,yes
4191686819,1984/3/8,M,2015-03-19 05:41:00,1753,5+,11,pay_rent,3,3,college,90000,monthly,friend,no,daily,married,yes
4901712280,1987/3/17,M,2015-03-19 06:00:59,608,1,0,pay_rent,1,6,college,30000,monthly,friend,yes,few_times_a_week,single,yes
1463175554,1989/4/15,F,2015-03-19 06:02:26,57,4,6,pay_rent,2,9,college,55000,monthly,friend,no,daily,married,yes
8540946794,1986/7/15,M,2015-03-19 19:41:15,1282,1,2,own_home,4,10,high_school,10000,monthly,friend,no,daily,married,yes
3260671459,1968/9/26,F,2015-03-20 00:45:08,68,3,6,pay_rent,,,college,20000,monthly,friend,no,few_times_a_week,single,no
5511522687,1981/3/6,F,2015-03-20 06:06:58,381,3,2,pay_rent,2,0,college,15000,monthly,friend,no,few_times_a_week,married,yes
7225933812,1975/11/5,M,2015-03-20 23:05:03,363,5+,0,other,,,high_school,1000,daily,facebook,yes,daily,married,no
9973267281,1978/5/20,M,2015-03-21 05:40:01,61,4,6,own_home,4,10,college,50000,monthly,friend,no,daily,married,yes
4902519125,1981/4/12,F,2015-03-21 07:31:08,58,2,1,pay_rent,1,0,college,17000,monthly,friend,no,few_times_a_week,married,yes
2422995126,1986/7/2,M,2015-03-22 02:43:07,602,2,3,pay_rent,1,4,college,30000,monthly,family,no,daily,long-term,yes
2764011037,1989/10/8,M,2015-03-22 21:58:13,620,5+,1,with_family,4,2,college,60000,monthly,friend,yes,few_times_a_week,married,yes
1229057799,1988/7/10,M,2015-03-23 23:25:25,776,5+,11,own_home,5+,11,college,21000,monthly,friend,no,daily,long-term,yes
5489995289,1983/2/13,M,2015-03-24 01:09:38,221,0,7,pay_rent,1,0,college,350,daily,facebook,yes,daily,married,yes
1998097878,1984/12/4,M,2015-03-24 01:36:02,960,5+,10,pay_rent,2,3,college,20000,monthly,facebook,yes,daily,married,yes
6025279345,1981/2/18,M,2015-03-24 01:42:10,134,2,3,pay_rent,4,2,high_school,53000,monthly,facebook,no,daily,married,yes
2487119472,1993/3/2,M,2015-03-24 03:03:19,96,0,5,pay_rent,,,high_school,28000,monthly,facebook,yes,few_times_a_week,married,no
7955562566,1979/2/29,M,2015-03-24 08:47:57,679,5+,1,pay_rent,1,3,college,35000,monthly,google_play_store,no,few_times_a_week,married,yes
5373890168,1987/11/12,F,2015-03-24 09:22:34,772,2,1,pay_rent,1,9,college,20000,monthly,facebook,no,few_times_a_week,long-term,yes
5449485614,1987/2/25,M,2015-03-24 17:25:37,525,2,8,other,3,10,college,26000,monthly,facebook,no,few_times_a_week,single,yes
6581882246,1983/4/21,M,2015-03-24 17:28:02,625,4,3,pay_rent,,,high_school,20000,monthly,facebook,no,few_times_a_week,married,no
9568664366,1990/6/3,M,2015-03-24 20:58:52,1084,1,1,pay_rent,4,1,college,16000,monthly,facebook,yes,daily,married,yes
4489754615,1981/7/27,F,2015-03-25 05:50:45,618,5+,5,own_home,4,3,college,50000,monthly,facebook,no,daily,single,yes
7442299181,1980/8/7,M,2015-03-25 09:05:48,791,2,4,own_home,,,high_school,45000,monthly,facebook,yes,daily,married,no
6724414152,1982/4/15,M,2015-03-25 10:15:46,3232,5+,5,own_home,5+,5,college,3000,weekly,facebook,yes,daily,married,yes
3535424654,1990/1/24,F,2015-03-25 22:25:04,704,1,3,pay_rent,2,2,college,10000,monthly,facebook,no,few_times_a_week,single,yes
1798185475,1984/12/18,M,2015-03-25 22:49:44,2005,5+,6,pay_rent,4,3,high_school,40000,monthly,facebook,no,few_times_a_week,married,yes
1440291623,1978/7/12,M,2015-03-26 02:20:39,183,2,6,pay_rent,1,1,college,8000,monthly,facebook,yes,daily,married,yes
4884216169,1986/3/15,M,2015-03-26 03:23:49,575,0,4,other,1,4,college,40000,monthly,facebook,yes,few_times_a_week,married,yes
1838116247,1983/9/2,F,2015-03-26 04:07:17,219,0,2,pay_rent,5+,11,college,20000,monthly,google_play_store,yes,few_times_a_week,single,yes
9228116233,1985/5/19,M,2015-03-26 07:50:16,408,4,3,pay_rent,5+,1,college,40000,monthly,facebook,no,daily,single,yes
5936413151,1988/8/19,M,2015-03-26 09:24:37,1048,1,7,pay_rent,1,1,college,24000,monthly,family,no,few_times_a_week,married,yes
7769459042,1981/7/18,F,2015-03-26 11:09:21,427,4,5,pay_rent,4,10,high_school,12000,monthly,facebook,yes,few_times_a_week,single,yes
8931300972,1988/4/2,F,2015-03-26 11:45:20,548,5+,10,with_family,,,college,00,daily,facebook,no,few_times_a_week,long-term,no
8098697604,1988/5/10,M,2015-03-26 13:06:23,310,2,6,pay_rent,,,high_school,15000,monthly,facebook,no,few_times_a_month,long-term,no
9745064088,1960/9/29,M,2015-03-26 18:19:00,263,5+,6,own_home,,,high_school,20000,monthly,facebook,no,few_times_a_week,married,no
2191396226,1969/12/26,M,2015-03-26 23:09:35,522,5+,8,own_home,1,3,college,2000,daily,facebook,no,daily,married,yes
6177775040,1984/12/11,M,2015-03-26 23:41:17,95,5+,2,pay_rent,2,3,high_school,12000,monthly,facebook,no,few_times_a_week,single,yes
1287191810,1974/3/24,M,2015-03-27 00:48:06,5000,4,1,pay_rent,5+,1,college,40000,monthly,facebook,no,daily,married,yes
8812837743,1984/10/28,M,2015-03-27 02:50:14,627,5+,4,pay_rent,4,6,college,45000,monthly,friend,no,few_times_a_week,married,yes
5537661525,1976/10/9,M,2015-03-27 05:14:19,153,4,10,own_home,3,4,college,40000,monthly,friend,no,few_times_a_week,married,yes
5741429746,1990/1/8,M,2015-03-27 09:42:07,2921,3,8,pay_rent,2,2,college,15000,monthly,friend,yes,few_times_a_week,single,yes
4899445636,1979/1/21,M,2015-03-27 09:46:51,314,5+,11,with_family,5+,3,college,9000,monthly,facebook,yes,few_times_a_week,married,yes
4645275853,1984/12/25,M,2015-03-27 10:17:50,1622,5+,5,pay_rent,5+,5,college,20000,monthly,facebook,no,few_times_a_week,married,yes
3521134186,1988/8/23,M,2015-03-27 11:14:20,520,4,3,pay_rent,5+,3,college,15000,monthly,facebook,yes,few_times_a_week,married,yes
9137438176,1984/7/3,M,2015-03-27 14:07:51,901,5+,0,pay_rent,,,college,500,daily,facebook,yes,daily,married,no
9036331394,1986/6/20,M,2015-03-27 19:54:57,396,4,2,pay_rent,4,10,college,150000,monthly,facebook,no,few_times_a_month,married,yes
7044315204,1979/1/26,M,2015-03-27 21:37:09,291,3,0,pay_rent,2,7,college,23000,monthly,facebook,no,few_times_a_week,single,yes
8720349802,1987/9/24,M,2015-03-28 00:36:42,1374,5+,11,pay_rent,,,high_school,28000,monthly,facebook,yes,few_times_a_week,married,no
8143481783,1986/7/9,F,2015-03-28 02:57:53,877,2,8,pay_rent,,,college,30000,monthly,friend,yes,few_times_a_week,single,no
8887062843,1985/9/15,M,2015-03-28 03:03:45,893,4,4,pay_rent,5+,1,college,12000,weekly,facebook,yes,daily,married,yes
4004233755,1984/9/15,M,2015-03-28 04:05:17,118,5+,4,pay_rent,2,2,college,10000,monthly,facebook,no,few_times_a_week,long-term,yes
7303163256,1980/5/21,M,2015-03-28 04:55:18,1912,4,5,pay_rent,3,8,high_school,15000,monthly,facebook,no,few_times_a_month,married,yes
6374108329,1984/11/23,F,2015-03-28 06:28:38,77,4,10,own_home,3,2,college,3500,weekly,facebook,no,daily,married,yes
1309607936,1992/1/25,F,2015-03-28 08:11:16,4459,5+,11,with_family,1,3,college,25000,monthly,other:google,no,few_times_a_week,single,yes
9467238896,1972/11/25,F,2015-03-28 09:09:10,273,2,3,pay_rent,5+,4,high_school,20000,monthly,facebook,no,few_times_a_week,single,yes
5736208977,1986/3/9,M,2015-03-28 12:14:12,267,1,4,own_home,4,6,primary,1000,daily,facebook,no,few_times_a_week,married,yes
5445931408,1981/11/6,F,2015-03-28 12:52:38,467,1,5,pay_rent,,,college,200,daily,facebook,yes,daily,long-term,no
4540051772,1978/1/6,M,2015-03-28 13:11:59,324,5+,5,own_home,,,high_school,6000,monthly,facebook,yes,daily,married,no
7659385387,1983/1/7,M,2015-03-28 14:07:29,851,3,4,own_home,2,3,college,40000,monthly,facebook,yes,daily,married,yes
1784191842,1988/4/8,M,2015-03-28 16:45:06,440,2,3,pay_rent,1,0,college,15000,monthly,facebook,no,few_times_a_week,married,yes
7372142755,1988/8/23,M,2015-03-28 20:35:04,955,3,11,pay_rent,3,11,college,25000,monthly,facebook,yes,few_times_a_week,married,yes
9263351105,1988/4/9,M,2015-03-28 21:49:25,91,5+,8,pay_rent,2,9,college,46000,monthly,facebook,no,few_times_a_week,long-term,yes
1497166208,1965/9/1,M,2015-03-28 23:07:57,233,5+,8,own_home,5+,0,high_school,70000,monthly,google_play_store,yes,daily,married,yes
8150642238,1979/2/10,M,2015-03-29 01:43:29,447,2,5,own_home,5+,0,college,147000,monthly,google_play_store,yes,few_times_a_week,married,yes
8460627016,1984/11/24,M,2015-03-29 03:51:44,224,5+,3,pay_rent,2,1,high_school,20000,monthly,facebook,no,few_times_a_week,married,yes
2372935146,1984/4/14,M,2015-03-29 03:56:45,342,5+,2,pay_rent,5+,11,college,30000,monthly,facebook,no,few_times_a_week,married,yes
4850039402,1976/4/7,F,2015-03-29 05:16:29,418,4,2,pay_rent,,,primary,8000,monthly,friend,yes,few_times_a_month,single,no
4951166708,1983/4/16,F,2015-03-29 06:10:27,745,1,1,student_housing,0,2,college,10000,monthly,facebook,no,few_times_a_month,single,yes
6124720801,1989/7/5,F,2015-03-29 10:24:59,544,4,2,pay_rent,1,1,college,1500,weekly,friend,yes,few_times_a_week,married,yes
5804388965,1971/1/13,M,2015-03-29 11:13:36,379,5+,9,own_home,5+,0,college,35000,monthly,facebook,yes,daily,alternative,yes
9148351638,1986/4/4,F,2015-03-29 11:31:19,105,2,3,pay_rent,,,college,15000,monthly,friend,no,daily,married,no
4656510627,1991/9/27,M,2015-03-29 11:49:19,2902,0,6,pay_rent,0,4,college,20000,monthly,friend,no,few_times_a_week,married,yes
