person_id_random,device_model,hasDualSim,hasWlan,hasBluetooth,mkopo_version_name,android_version
1048099395,HTC-HTC Desire P,0,0,1,3.3,4.0.4
4226607694,Infinix-Infinix X502,0,0,1,3.4,4.2.1
5495666685,LGE-LG-E445,1,0,1,3.3,4.1.2
7337409978,samsung-GT-S7580,0,1,1,3.3,4.2.2
6507014956,samsung-GT-I8200,0,1,1,3.3,4.2.2
1181013496,TECNO-TECNO M6,0,0,1,3.4,4.4.2
4030617594,samsung-GT-S7580,0,1,1,3.3,4.2.2
4883399518,SageReal-TECNO H5,1,1,1,3.3,4.2.2
9443631847,samsung-SM-N900,0,0,1,3.3,4.2.2
4581264233,samsung-GT-S7580,0,1,1,3.3,4.2.2
3263728602,Infinix-Infinix X505,0,0,1,3.3,4.4.2
1616151767,TECNO-TECNO P6,0,1,1,3.3,4.4.2
9588203897,samsung-GT-S7580,0,1,1,3.3,4.2.2
2003808034,Sony-C6603,0,1,1,3.3,4.3
9649964299,samsung-GT-I9152,0,1,1,3.3,4.2.2
6680195461,SageReal-TECNO H5,1,0,1,3.3,4.2.2
9754677030,LGE-LG-E445,1,1,1,3.3,4.1.2
6055146943,SageReal-TECNO P5S,0,1,1,3.2,4.2.2
3335172180,samsung-GT-S6812,0,1,1,3.4,4.1.2
3631351360,WIKO-LENNY,0,1,1,3.3,4.4.2
7803964963,samsung-GT-I9060I,0,1,1,3.5,4.4.4
7459525133,samsung-GT-I9060,0,1,1,3.4,4.2.2
9517700838,samsung-SM-N900,0,1,1,3.3,4.2.2
1546979501,unknown-TECNO P3,0,0,0,3.3,2.3.5
3833162176,HUAWEI-HUAWEI Y330-U01,0,0,1,3.2,4.2.2
6480595561,samsung-GT-S7580,0,1,1,3.3,4.2.2
7371265289,HUAWEI-HUAWEI G700-U10,1,1,1,3.3,4.2.1
7598871262,samsung-GT-S7580,0,1,1,3.5,4.2.2
3427309387,samsung-GT-S7582,0,1,1,3.4,4.2.2
2648460353,samsung-GT-I9300,0,1,1,3.3,4.1.2
9808214543,samsung-GT-S7580,0,1,1,3.3,4.2.2
7875034267,HTC-HTC One 801e,0,1,1,3.3,5.0.2
6356967879,samsung-GT-I9500,0,1,1,3.4,5.0.1
5657424461,SageReal-TECNO P5S,0,1,1,3.4,4.2.2
3962836465,samsung-GT-S7392,0,1,1,3.3,4.1.2
7526973171,HUAWEI-HUAWEI Y330-U01,0,1,1,3.3,4.2.2
1389690912,alps-GT-I9500,0,1,0,3.3,4.4.4
4429479218,alps-A 8,1,0,1,3.3,4.2.2
8946883110,TECNO-TECNO H6,0,1,1,3.3,4.4.2
2037137184,LGE-LG-E445,1,0,0,3.4,4.1.2
3188570699,samsung-GT-I9100G,0,1,1,3.3,4.1.2
1910843118,LGE-LG-E435,0,0,1,3.3,4.1.2
8519412104,TCT-ALCATEL ONE TOUCH 5036X,0,1,1,3.3,4.2.2
8834809018,samsung-GT-S7580,0,1,1,3.3,4.2.2
1512042465,TECNO-TECNO H6,0,1,1,3.3,4.4.2
1909028856,TECNO-TECNO H6,0,1,1,3.4,4.4.2
8634554863,alps-TECNO R7,1,1,1,3.3,4.2.2
7222539877,LGE-LG-E455,1,0,0,3.3,4.1.2
2461249534,SageReal-TECNO P5S,0,0,1,3.3,4.2.2
7108459544,TECNO-TECNO H6,0,1,1,3.3,4.4.2
4646477741,SageReal-TECNO P5S,0,1,1,3.3,4.2.2
8155541862,Infinix-Infinix X507,0,1,1,3.3,4.4.2
5958277187,alps-TECNO R7,1,0,1,3.3,4.2.2
7472748908,Infinix-Infinix X507,0,1,1,3.3,4.4.2
1064638493,TECNO-TECNO-J7,0,0,1,3.3,4.4.2
7278699629,Infinix-Infinix X507,0,1,1,3.3,4.4.2
5732259298,alps-TECNO P5,1,1,1,3.3,4.2.2
6572992960,samsung-GT-S5570,0,0,0,3.3,2.3.4
9927346812,TECNO-TECNO F5,1,1,1,3.5,4.2.2
2562664921,samsung-GT-S7562,1,1,1,3.3,4.0.4
1884909893,LGE-LG-E455,1,1,0,3.4,4.1.2
1295557792,SageReal-TECNO P5S,0,1,1,3.3,4.2.2
7502458411,Sony-C5303,0,0,1,3.3,4.3
1647229846,alps-TECNO F7,1,1,1,3.5,4.2.1
2016018499,TECNO-TECNO-H3,0,1,1,3.3,4.4.2
8258117248,samsung-GT-S7580,0,1,1,3.3,4.2.2
9562149901,LGE-LG-E440,0,1,1,3.4,4.1.2
5618080444,samsung-GT-S7580,0,1,1,3.3,4.2.2
1963789232,itel-itel it1403,0,1,1,3.3,4.4.2
2623733104,samsung-GT-I9060,0,1,1,3.4,4.2.2
9656418246,SageReal-TECNO P5S,0,1,1,3.3,4.2.2
7349042414,HTC-HTC One,0,1,1,3.5,5.0.2
6872355869,TECNO-TECNO-M6S,0,1,1,3.4,4.4.2
6527431008,SageReal-TECNO P5S,0,1,1,3.3,4.2.2
1447788669,HUAWEI-G7-L01,0,0,1,3.4,4.4.4
3950963431,SageReal-TECNO H5,1,1,1,3.3,4.2.2
4578202269,TECNO-TECNO F6,0,0,1,3.4,4.4.2
7054628663,LGE-LG-E440,0,0,1,3.3,4.1.2
2320175519,Infinix-Infinix X505,0,1,1,3.4,4.4.2
3602567513,SageReal-H7,1,0,1,3.4,4.2.2
6034981056,Infinix-Infinix X502,0,1,1,3.3,4.2.1
7377428334,SageReal-TECNO H5,1,0,1,3.3,4.2.2
3079511469,samsung-GT-S5830,0,0,0,3.3,2.3.4
4042825054,HUAWEI-HUAWEI G6-U10,0,1,1,3.3,4.3
7356239267,alps-S520,0,0,1,3.3,4.4.2
7331238292,unknown-TECNO P3,1,0,0,3.3,2.3.5
9123965963,samsung-GT-I9300,0,1,1,3.3,4.3
2901782279,Sony-D6503,0,1,1,3.3,5.0.2
3152634654,HUAWEI-HUAWEI Y550-L01,0,0,1,3.4,4.4.4
4337834140,HTC-HTC Desire X,0,0,1,3.3,4.0.4
1107199557,samsung-GT-I9300,0,1,1,3.4,4.3
2201817874,samsung-GT-I9300I,0,1,1,3.3,4.3
7083488094,HUAWEI-HUAWEI Y330-U01,0,0,1,3.3,4.2.2
6366858080,TECNO-TECNO B5S,0,1,1,3.3,4.3
5631408893,LGE-LG-P705,0,1,1,3.3,4.0.3
9972724218,Sony-C2105,0,0,1,3.5,4.2.2
1315659637,samsung-GT-S7580,0,1,1,3.3,4.2.2
7366844365,TECNO-TECNO-A7,0,0,1,3.3,4.4.2
2033348143,WIKO-LENNY,0,1,1,3.3,4.4.2
3200903086,samsung-GT-S7560,0,1,1,3.3,4.0.4
5281600996,TECNO-TECNO F5,1,0,1,3.5,4.2.2
3431150888,samsung-GT-I9500,0,1,1,3.4,4.4.2
2001759865,samsung-GT-S7580,0,1,1,3.4,4.2.2
5849887456,HUAWEI-HUAWEI Y550-L01,0,1,1,3.3,4.4.4
1862148446,samsung-GT-I8190L,0,1,1,3.3,4.1.2
3460588992,TECNO-TECNO_N7,1,1,1,3.3,4.0.4
6127719079,LGE-LG-E445,1,0,1,3.5,4.1.2
1424189176,Infinix-Infinix X507,0,1,1,3.3,4.4.2
2751143085,TECNO-TECNO H6,0,1,1,3.3,4.4.2
7336051313,itel-itel it1403+,0,1,1,3.3,4.4.2
2133314717,alps-TECNO P5,1,1,1,3.3,4.2.2
5115392371,Infinix-Infinix X505,0,1,1,3.3,4.4.2
5555593102,Micromax-TECNO M5,1,1,1,3.5,4.2.2
2258471198,itel-itel it1403+,0,1,1,3.5,4.4.2
5167938983,TECNO-TECNO H6,0,1,1,3.5,4.4.2
3561640239,TCT-ALCATEL ONE TOUCH 5036X,0,0,1,3.3,4.2.2
4881579468,samsung-GT-S7582,0,1,1,3.3,4.2.2
5816669626,samsung-GT-S7580,0,1,1,3.3,4.2.2
5123229643,samsung-GT-S7582,0,1,1,3.5,4.2.2
5340508208,SageReal-TECNO P5S,0,1,1,3.3,4.2.2
6371585770,LENOVO-Lenovo A806,0,1,1,3.3,4.4.2
7546148851,TECNO-TECNO H6,0,1,1,3.3,4.4.2
7814589083,samsung-GT-S7580,0,1,1,3.3,4.2.2
3030876671,HUAWEI-HUAWEI Y511-U10,0,1,1,3.3,4.2.2
3449899345,samsung-GT-S7580,0,1,1,3.3,4.2.2
1361970426,samsung-SM-G530H,0,1,1,3.4,4.4.4
2567699254,intel-BT210,0,0,1,3.4,4.0.4
6406939440,samsung-GT-S7580,0,1,1,3.3,4.2.2
2974664625,TECNO-TECNO B5S,0,1,1,3.3,4.3
5574393088,LGE-LG-E440,0,0,0,3.4,4.1.2
5514618037,samsung-GT-S6790,0,1,1,3.3,4.1.2
4883971352,HTC-HTC 801e,0,1,1,3.4,4.2.2
4732601069,SageReal-TECNO H5,1,0,1,3.4,4.2.2
4908096316,TECNO-TECNO F5,1,0,1,3.3,4.2.2
6980434746,TECNO-TECNO H6,0,1,1,3.3,4.4.2
3282108906,HUAWEI-HUAWEI Y330-U01,0,0,1,3.3,4.2.2
5801463353,Obi-S401,0,0,1,3.3,4.4.2
7962463991,Micromax-TECNO M5,1,1,1,3.3,4.2.2
5682976418,samsung-SM-G530H,0,1,1,3.3,4.4.4
4116829921,HUAWEI-U8185,0,0,0,3.3,2.3.6
8740760572,TECNO-TECNO R5,1,1,1,3.3,4.4.2
8714622022,PTM-Z-mini-PTM-Z-mini,0,0,1,3.3,4.4.2
1513646713,TECNO-TECNO B5S,0,1,1,3.3,4.3
4437592008,Infinix-Infinix-X551,0,1,1,3.5,4.4.2
6562772473,HUAWEI-HUAWEI Y330-U01,0,0,1,3.3,4.2.2
3331565180,samsung-GT-I9100G,0,1,1,3.3,4.1.2
5559702426,HUAWEI-HUAWEI P7-L10,0,1,1,3.4,4.4.2
6181698436,samsung-SM-J100FN,0,1,1,3.4,4.4.4
9757571386,samsung-SM-J100H,0,1,1,3.4,4.4.4
1283470047,HUAWEI-HUAWEI Y511-U10,0,1,1,3.4,4.2.2
6015554652,TECNO-TECNO H6,0,0,1,3.4,4.4.2
5371237857,samsung-SM-J100H,0,1,1,3.4,4.4.4
1801624265,LGE-LG-E410,0,1,1,3.4,4.1.2
9013261149,samsung-GT-N7100,0,1,1,3.4,4.4.2
4228136505,HUAWEI-HUAWEI G730-U10,1,0,1,3.4,4.2.2
8387614970,alps-TECNO P5,1,1,1,3.4,4.2.2
7629417453,intel-BT210,0,1,1,3.4,4.0.4
2010370470,alps-TECNO P5,1,1,1,3.4,4.2.2
7333394289,alps-TECNO P5,1,0,1,3.4,4.2.2
6013334660,Infinix-Infinix-X551,0,1,1,3.4,4.4.2
6975724414,SageReal-TECNO H5,1,1,1,3.4,4.2.2
9666559145,LGE-LG-E460,0,0,0,3.4,4.1.2
3517910470,TCT-ALCATEL ONE TOUCH 5036X,0,0,1,3.4,4.2.2
5381855882,TCT-ALCATEL ONE TOUCH 7041D,1,1,1,3.4,4.2.2
1586610549,Infinix-Infinix-X551,0,1,1,3.4,4.4.2
2455988976,Infinix-Infinix-X551,0,0,1,3.5,4.4.2
8529623453,Infinix-Infinix X507,0,0,1,3.4,4.4.2
3391915571,alps-SM-G900H,0,1,1,3.4,4.4.4
8126857977,samsung-SM-G900H,0,1,1,3.4,4.4.2
7970308274,samsung-GT-I9060,0,1,1,3.4,4.2.2
9865454850,samsung-GT-S7560,0,1,1,3.4,4.0.4
4609303188,samsung-SM-G316HU,0,1,1,3.4,4.4.4
3985669270,TCT-ONE TOUCH 4015X,0,0,1,3.5,4.2.2
8686243541,TECNO-TECNO M6,0,0,1,3.4,4.4.2
1767540225,alps-TECNO P5,1,0,1,3.4,4.2.2
7134462308,TECNO-TECNO L7,1,1,1,3.4,4.4.2
7445827446,HUAWEI-HUAWEI Y330-U01,0,0,1,3.4,4.2.2
3419286937,Sony-C6903,0,1,1,3.4,5.0.2
6925828638,TECNO-TECNO-H3,0,0,1,3.4,4.4.2
8484461796,TECNO-TECNO-M6S,0,1,1,3.4,4.4.2
2398603694,alps-TECNO P5,1,0,1,3.4,4.2.2
2436738636,samsung-GT-N7100,0,1,1,3.4,4.4.2
7936361384,HTC-HTC One,0,1,1,3.5,4.4.3
1959560917,alps-TECNO P5,1,1,1,3.4,4.2.2
2954902920,TECNO-TECNO M6,0,1,1,3.4,4.4.2
2893571939,LGE-LG-E612,0,0,1,3.4,4.0.3
5729162586,HUAWEI-HUAWEI Y511-U10,0,0,1,3.5,4.2.2
5253564370,TECNO-TECNO H6,0,1,1,3.4,4.4.2
5907430016,SageReal-TECNO M3S,0,0,1,3.4,4.2.2
8716883625,Infinix-Infinix X505,0,1,1,3.5,4.4.2
7289370646,itel-itel it1403+,0,1,1,3.4,4.4.2
2956620293,motorola-XT1032,0,1,1,3.4,5.0.2
4194649044,samsung-SM-G530H,0,1,1,3.4,4.4.4
3955785772,SageReal-TECNO P5S,0,1,1,3.5,4.2.2
1853627736,itel-itel it1452,0,1,1,3.4,4.4.2
3738922495,LGE-LG-P713,0,0,1,3.4,4.1.2
2136127632,alps-TECNO P5,1,1,1,3.4,4.2.2
1777949145,TECNO-TECNO H6,0,0,1,3.5,4.4.2
5494601411,SageReal-TECNO P5S,0,1,1,3.4,4.2.2
5527448981,Infinix-Infinix X507,0,0,1,3.4,4.4.2
7850063072,Sony-D2203,0,1,1,3.4,4.4.4
4792563816,SageReal-TECNO P5S,0,1,1,3.4,4.2.2
1810034989,TECNO-TECNO H6,0,1,1,3.4,4.4.2
3778121349,TCT-ALCATEL ONE TOUCH 7047D,1,1,1,3.4,4.2.2
1112017768,samsung-SM-N900,0,1,1,3.4,4.4.2
4431726673,unknown-TECNO P3S,0,1,0,3.4,2.3.5
8634797091,samsung-GT-N7100,0,1,1,3.5,4.4.2
3107893674,TECNO-TECNO F5,1,1,1,3.4,4.2.2
6448249622,SageReal-TECNO H5,1,0,1,3.4,4.2.2
8000018034,SageReal-TECNO H5,1,0,1,3.2,4.2.2
6425890823,HUAWEI-HUAWEI Y330-U11,1,1,1,3.4,4.2.2
7228483529,SageReal-TECNO H5,1,0,1,3.5,4.2.2
9003357851,samsung-GT-S7580,0,1,1,3.4,4.2.2
6617821797,itel-itel it1404,0,1,1,3.4,4.4.2
5523890760,TECNO-TECNO L6,1,1,1,3.4,4.4.2
5843534196,Infinix-Infinix-X551,0,0,1,3.4,4.4.2
7336338975,samsung-GT-S7580,0,1,1,3.4,4.2.2
1670455912,SageReal-TECNO H5,1,1,1,3.5,4.2.2
7389317375,HUAWEI-HUAWEI P7-L10,0,1,1,3.4,4.4.2
6851045436,samsung-SM-G530H,0,1,1,3.4,4.4.4
3449728273,TECNO-TECNO M6,0,0,1,3.4,4.4.2
6386601342,TECNO-TECNO F6,0,1,1,3.4,4.4.2
4002692992,itel-it1453,0,1,1,3.5,4.4.2
2257223953,samsung-GT-I9060,0,1,1,3.4,4.2.2
1975138991,Sony-LT25i,0,1,1,3.4,4.3
4974853726,alps-SM-G900H,0,1,1,3.4,4.4.4
7035285544,TECNO-TECNO H6,0,1,1,3.5,4.4.2
7073326976,LGE-LG-E455,1,1,1,3.4,4.1.2
7425803316,TECNO-TECNO F6,0,1,1,3.4,4.4.2
7959578837,HUAWEI-HUAWEI Y330-U01,0,0,1,3.4,4.2.2
5517830861,HUAWEI-HUAWEI Y320-U10,0,1,1,3.4,4.2.2
9164049071,samsung-GT-I8262,0,1,1,3.4,4.1.2
4336726880,HUAWEI-HUAWEI Y550-L01,0,1,1,3.4,4.4.4
1892120669,Infinix-Infinix X505,0,1,1,3.4,4.4.2
8880381815,TECNO-TECNO H6,0,1,1,3.4,4.4.2
9442171425,samsung-GT-S7582,0,1,1,3.4,4.2.2
2750363292,HUAWEI-HUAWEI Y320-U10,0,1,1,3.4,4.2.2
3913744037,samsung-GT-S7580,0,1,1,3.4,4.2.2
5348003279,TCT-ONE TOUCH 4033D,1,1,1,3.4,4.2.2
1288086652,X-TIGI-Dream3,0,1,1,3.4,4.4.2
4476235367,LGE-Nexus 5,1,1,1,3.4,5.1.1
3298734294,SageReal-TECNO H5,1,1,1,3.4,4.2.2
5695084415,HUAWEI-HUAWEI Y511-U10,0,0,1,3.4,4.2.2
4350866554,samsung-GT-I9070,0,1,1,3.4,4.1.2
3419190754,intel-BT210,0,0,1,3.4,4.0.4
4497326671,intel-BT210,0,1,1,3.4,4.0.4
9792719672,samsung-GT-S7580,0,1,1,3.4,4.2.2
1921206894,TECNO-TECNO B5S,0,1,1,3.4,4.3
6604669502,samsung-SM-G316HU,0,1,1,3.4,4.4.4
2373167024,HUAWEI-G7-L01,0,0,1,3.4,4.4.4
3988203332,samsung-SM-G900H,0,1,1,3.5,5.0
4847988237,TCT-ALCATEL ONE TOUCH 4010D,1,1,0,3.4,2.3.6
5080754334,HUAWEI-HUAWEI Y330-U01,0,1,1,3.5,4.2.2
5898120995,Infinix-Infinix-X551,0,1,1,3.5,4.4.2
5773051173,samsung-SM-G360H,0,1,1,3.4,4.4.4
2746795632,samsung-GT-S5303,0,1,0,3.5,4.0.4
2606114764,HUAWEI-HUAWEI Y511-U10,0,1,1,3.4,4.2.2
7210723238,samsung-SC-01F,0,1,1,3.4,4.4.2
1104389006,Micromax-TECNO M5,1,1,1,3.3,4.2.2
9845828614,TCT-ALCATEL ONE TOUCH 7041D,1,1,1,3.4,4.2.2
3119988297,MX1029W_BIRD_LEADER_K_PICI-BIRD Leader,1,1,1,3.4,4.2.2
7483594912,LGE-LG-E410,0,1,1,3.4,4.1.2
2610695629,HTC One_M8-HTC One_M8,1,1,1,3.4,4.2.2
3601132624,Enspert-BLOOM,0,1,1,3.4,4.4.2
9478427902,TECNO-TECNO-M6S,0,1,1,3.5,4.4.2
1707284761,Micromax-TECNO M5,1,1,0,3.4,4.2.2
3457818790,samsung-SM-N9100,0,1,1,3.4,4.4.4
7038032168,samsung-SM-G360H,0,1,1,3.5,4.4.4
6825768883,HUAWEI-HUAWEI Y330-U11,1,1,1,3.3,4.2.2
2246622383,TECNO-TECNO B5S,0,1,1,3.4,4.3
1615532287,HUAWEI-HUAWEI Y511-U10,0,0,1,3.4,4.2.2
6540024121,samsung-GT-I9060I,0,1,1,3.5,4.4.4
3006045400,Infinix-Infinix X507,0,1,1,3.4,4.4.2
6819782604,unknown-TECNO P3,0,1,0,3.4,2.3.5
9366636131,SageReal-H7,1,0,1,3.4,4.2.2
5709904884,HUAWEI-HUAWEI Y330-U01,0,0,1,3.4,4.2.2
2636722159,samsung-GT-S6312,0,1,1,3.4,4.1.2
5733285355,TCT-ALCATEL ONE TOUCH 5036D,1,1,1,3.5,4.2.2
2300851247,alps-TECNO M3,1,1,1,3.4,4.2.2
8550857009,Sony-D2302,0,1,1,3.4,4.4.2
5665931957,sprd-G905,0,1,0,3.4,4.1.1
3054378668,samsung-GT-I9060I,0,1,1,3.5,4.4.4
8710405577,HUAWEI-HUAWEI P7-L10,0,1,1,3.4,4.4.2
6674177866,TECNO-TECNO P6,0,0,1,3.4,4.4.2
9500422035,samsung-SAMSUNG-SGH-I337,0,1,1,3.4,4.2.2
3096445519,HUAWEI-HUAWEI Y330-U01,0,1,1,3.4,4.2.2
4991604311,TECNO-TECNO H6,0,1,1,3.5,4.4.2
1557417067,HUAWEI-HUAWEI P7-L10,0,1,1,3.4,4.4.2
3388645937,samsung-GT-S6790,0,1,1,3.4,4.1.2
2451912502,samsung-SM-G530H,0,1,1,3.4,4.4.4
4613150895,TECNO-TECNO-Y6,0,1,1,3.5,4.4.2
8239972608,Micromax-TECNO M7,1,1,1,3.4,4.2.2
2776111859,samsung-GT-S6790,0,1,1,3.4,4.1.2
9921434346,TECNO-TECNO H6,0,1,1,3.4,4.4.2
1802377828,samsung-SM-G316HU,0,1,1,3.4,4.4.4
5212256963,LG-LG-D855,0,0,1,3.4,4.4.2
5051613304,samsung-GT-S7582,0,1,1,3.4,4.2.2
1800018025,LGE-LG-P713,0,1,1,3.5,4.1.2
6127043037,Micromax-TECNO M5,1,1,1,3.4,4.2.2
1581673854,samsung-GT-I9060I,0,1,1,3.4,4.4.4
9367555536,TECNO-Y4,0,0,1,3.4,4.4.2
6587788348,motorola-XT1021,0,0,1,3.5,4.4.4
7748166377,TECNO-TECNO-M6S,0,1,1,3.4,4.4.2
2412688377,samsung-GT-S5300,0,0,0,3.4,2.3.6
1355461896,TCT-ALCATEL ONE TOUCH 5036X,0,1,1,3.4,4.2.2
2772992716,sprd-GT-S6810P,0,0,0,3.4,4.2.2
5941788941,LENOVO-Lenovo S850,0,1,1,3.4,4.4.2
7899551322,TECNO-TECNO-J7,0,1,1,3.4,4.4.2
2174427212,itel-itel it1501,0,1,1,3.4,4.4.2
9254134796,Sony-C2105,0,0,1,3.4,4.2.2
8466486442,samsung-GT-S7580,0,1,1,3.4,4.2.2
8379961584,TCT-ALCATEL ONE TOUCH 5036X,0,1,1,3.4,4.2.2
6053141354,HUAWEI-HUAWEI Y330-U01,0,1,1,3.4,4.2.2
3596771176,samsung-GT-N7000,0,1,1,3.4,4.1.2
3759423303,samsung-GT-S7580,0,1,1,3.4,4.2.2
2172723080,alps-M8,1,1,1,3.4,4.2.2
8361684012,HTC-HTC Desire 816G dual sim,0,1,1,3.4,4.4.2
3785558347,TECNO-Y4,0,1,1,3.4,4.4.2
9984848342,HUAWEI-HUAWEI Y330-U01,0,1,1,3.4,4.2.2
3276893093,TECNO-L3,1,1,1,3.4,4.1.1
8699204874,samsung-SM-J100H,0,1,1,3.5,4.4.4
2017422091,samsung-GT-I9060I,0,1,1,3.4,4.4.4
9566466816,SageReal-TECNO M3S,0,1,1,3.1,4.2.2
8419449580,LGE-LG-D802,1,1,1,3.4,5.0.2
3899747029,samsung-GT-I9300,0,1,1,3.4,4.3
1121771521,samsung-SM-G530H,0,1,1,3.3,4.4.4
1660359942,sprd-sprd,0,0,0,3.4,4.2.0
7064844459,alps-MD7062HC2W1,1,1,1,3.4,4.1.2
7961003085,intel-BT210,0,0,1,3.4,4.0.4
4712104880,HUAWEI-HUAWEI Y210-0100,0,0,0,3.4,2.3.6
2736962869,Micromax-TECNO M5,1,0,1,3.4,4.2.2
3940996743,sprd-itel it1400,0,1,0,3.4,2.3.5
2003490834,Sony-D6503,1,1,1,3.5,5.1.1
2704294846,alps-TECNO P5,1,0,1,3.5,4.2.2
8735273100,samsung-GT-S7580,0,1,1,3.4,4.2.2
7079410217,TECNO-TECNO F5,1,1,1,3.4,4.2.2
9714859999,TCT-ONE TOUCH 4015D,1,0,1,3.5,4.2.2
7469550321,samsung-SM-G350,0,1,1,3.4,4.2.2
4421592908,TECNO-TECNO-A7,0,1,1,3.5,4.4.2
2269998618,samsung-GT-I9152,0,1,1,3.5,4.2.2
5560444736,V4-G906+,1,0,1,3.4,4.2.2
9386396081,TECNO-Y3S,0,1,1,3.4,4.4.2
2534163140,samsung-SM-J100FN,0,1,1,3.4,4.4.4
3483024126,HUAWEI-HUAWEI Y511-U10,0,0,1,3.4,4.2.2
5571509882,alps-GT-I9190,0,1,1,3.4,4.4.4
7989328264,samsung-GT-S7580,0,1,1,3.5,4.2.2
2647495124,Prestigio-PAP7600DUO,1,0,1,3.4,4.2.1
6240263090,alps-TECNO D3,1,1,0,3.4,2.3.6
3519636844,alps-TECNO P5,1,0,1,3.5,4.2.2
6408292681,TECNO-TECNO-J7,0,1,1,3.4,4.4.2
3752805269,LGE-LG-E440,0,1,1,3.4,4.1.2
3061012163,TECNO-TECNO L6,1,1,1,3.4,4.4.2
8195370829,BIRD-BIRD E700,1,0,1,3.4,4.2.2
7258291810,SageReal-TECNO P5S,0,0,1,3.5,4.2.2
5174506041,LGE-LG-D320,1,1,1,3.4,4.4.2
2182911230,alps-SM-G900H,0,0,1,3.4,4.4.4
3381094541,samsung-SM-G530H,0,1,1,3.4,4.4.4
6766803957,HUAWEI-HUAWEI Y330-U01,0,1,1,3.4,4.2.2
7020135676,samsung-GT-I9300,0,1,1,3.5,4.3
4906074010,LGE-LG-P705,0,1,0,3.4,4.0.3
8053556486,TECNO-TECNO H6,0,1,1,3.4,4.4.2
6348357419,TECNO-TECNO-M6S,0,1,1,3.4,4.4.2
3082010991,TECNO-TECNO H6,0,0,1,3.4,4.4.2
3902245778,TECNO-TECNO H6,0,0,1,3.4,4.4.2
7272279612,Sony-D2302,0,0,1,3.4,4.4.4
2894538443,LGE-LG-E440,0,1,0,3.4,4.1.2
3380009999,samsung-SAMSUNG-SGH-I337,0,1,1,3.4,4.4.2
7743920692,samsung-SM-J100H,0,1,1,3.4,4.4.4
6374813065,samsung-SM-G7102,0,1,1,3.4,4.4.2
9045211188,Sony-ST26i,0,1,0,3.4,4.1.2
8194919845,samsung-SM-G360H,0,1,1,3.4,4.4.4
5418329969,HUAWEI-HUAWEI Y511-U10,0,1,1,3.4,4.2.2
9851390076,LGE-LG-E400,0,1,0,3.4,2.3.6
9255169851,XTOUCH-X3mini,1,1,1,3.5,4.2.2
8600102728,TCT-ONE TOUCH 4015X,0,1,1,3.4,4.2.2
4110112364,Infinix-Infinix-X551,0,1,1,3.5,4.4.2
8603630266,samsung-SM-J100H,0,1,1,3.5,4.4.4
7381703622,Infinix-Infinix-X551,0,1,1,3.4,4.4.2
1838953053,samsung-GT-S7580,0,1,1,3.4,4.2.2
5134405695,samsung-SM-E700H,0,1,1,3.4,4.4.4
3418297468,SageReal-TECNO P5S,0,1,1,3.3,4.2.2
8210865312,samsung-GT-S7560,0,1,1,3.4,4.0.4
1676546225,itel-itel it1501,0,1,1,3.4,4.4.2
1932568661,samsung-GT-I9060I,0,1,1,3.5,4.4.4
3537152988,samsung-SM-G530H,0,1,1,3.4,4.4.4
2158215982,samsung-GT-S7580,0,1,1,3.4,4.2.2
3010231585,HTC-HTC_M910x,0,1,1,3.5,5.0.2
7581223009,Sony-C2305,1,1,1,3.4,4.2.2
3337427873,samsung-GT-S5301,0,1,1,3.4,4.0.4
8451978998,samsung-SM-N9100,0,1,1,3.4,4.4.4
3937976240,samsung-SM-N9005,0,1,1,3.4,5.0
5530713621,Infinix-Infinix X502,0,0,1,3.4,4.2.1
7833101639,HUAWEI-HUAWEI Y511-U10,0,0,1,3.4,4.2.2
5217601507,Infinix-Infinix-X551,0,1,1,3.4,4.4.2
4733088866,HUAWEI-HUAWEI Y520-U22,0,1,1,3.4,4.4.2
9900698075,TECNO-Y4,0,0,1,3.4,4.4.2
3540597152,Infinix-Infinix X502,0,1,1,3.4,4.2.1
4650748452,TECNO-TECNO L6,1,1,1,3.4,4.4.2
2151915927,samsung-SM-G355H,0,1,1,3.4,4.4.2
1661126978,samsung-GT-I9300,0,1,1,3.4,4.3
6430736429,Infinix-Infinix X507,0,1,1,3.4,4.4.2
5626937841,HUAWEI-HUAWEI Y330-U01,0,1,1,3.4,4.2.2
7526661511,X-TIGI-Dream3,0,1,1,3.4,4.4.2
5339810676,HUAWEI-HUAWEI Y330-U01,0,1,1,3.5,4.2.2
8251050249,TECNO-Y3S,0,0,1,3.5,4.4.2
9448842124,TECNO-TECNO F6,0,1,1,3.5,4.4.2
2916310278,Infinix-Infinix X507,0,1,1,3.4,4.4.2
3751323480,TECNO-TECNO-Y6,0,1,1,3.4,4.4.2
5004213430,TECNO-TECNO-M3,0,0,1,3.4,4.4.2
2535886983,TECNO-TECNO-J7,0,0,1,3.4,4.4.2
6825205022,samsung-GT-S5301,0,1,0,3.4,4.0.4
4447877474,Infinix-Infinix-X551,0,1,1,3.4,4.4.2
9468184407,TECNO-Y3S,0,0,1,3.4,4.4.2
5979082957,samsung-SM-G316HU,0,1,1,3.4,4.4.4
4078124092,LGE-LG-E410,0,1,1,3.4,4.1.2
1733220813,samsung-GT-I9060I,0,1,1,3.5,4.4.4
4664935120,samsung-SM-G350E,0,1,1,3.1,4.4.2
4212164517,HTC-HTC One_M8,0,1,1,3.5,5.0.1
